Unique_Squirrel_Id,Latitude,Longitude,Shift,Date,Age,Location,Specific_Location,Primary_Fur_Color,Running,Chasing,Climbing,Eating,Foraging,Other_Activities,Kuks,Quaas,Moans,Tail_flags,Tail_twitches,Approaches,Indifferent,Runs_from
32E-AM-1007-05,40.79073477,-73.95963759,AM,2018-10-07,Adult,Above Ground,,Black,False,False,True,False,False,,False,False,False,False,False,False,True,False
17F-PM-1020-04,40.77867496,-73.96732356,PM,2018-10-20,Juvenile,Above Ground,,Gray,False,False,False,True,False,,False,False,False,False,False,False,False,False
11A-PM-1013-03,40.77551198,-73.97575362,PM,2018-10-13,Adult,Ground Plane,,Cinnamon,False,False,False,True,True,,False,False,False,False,False,False,True,False
17E-AM-1017-01,40.77892344,-73.96750475,AM,2018-10-17,Adult,Ground Plane,Pond area,Gray,False,False,False,False,True,,False,False,False,False,False,False,True,False
31I-PM-1019-02,40.7880618,-73.95627653,PM,2018-10-19,Adult,Ground Plane,,Gray,False,False,False,False,True,,False,False,False,False,False,False,True,False
32H-PM-1006-02,40.78924004,-73.95585895,PM,2018-10-06,,Above Ground,,Gray,False,False,True,False,False,,False,False,False,False,False,False,False,False
6A-PM-1012-07,40.77161845,-73.97855365,PM,2018-10-12,Adult,Ground Plane,elevated ground,Cinnamon,False,True,False,False,True,,False,False,False,False,False,False,True,False
17A-AM-1017-01,40.78035881,-73.97190362,AM,2018-10-17,Adult,Above Ground,ground & tree,Gray,True,False,True,False,True,,False,False,False,False,True,False,False,True
40C-AM-1017-07,40.79756855,-73.95683823,AM,2018-10-17,Adult,Ground Plane,,Gray,False,False,False,False,True,Digging,False,False,False,False,False,False,True,False
8A-PM-1014-01,40.77370921,-73.97673021,PM,2018-10-14,Adult,Ground Plane,,Gray,False,False,True,True,False,,True,False,False,False,False,False,False,True
13C-PM-1019-05,40.77613115,-73.97221256,PM,2018-10-19,Adult,Ground Plane,,Gray,False,False,False,True,True,,False,False,False,False,True,True,True,False
4E-PM-1008-03,40.76923774,-73.97581523,PM,2018-10-08,Adult,,,Gray,False,True,False,False,False,Chasing #4,False,False,False,False,False,False,False,False
41E-PM-1013-05,40.79798004,-73.95409229,PM,2018-10-13,Juvenile,Above Ground,,Gray,False,False,False,True,False,,False,False,False,False,False,False,False,False
3H-AM-1008-05,40.76637034,-73.97347626,AM,2018-10-08,Adult,Above Ground,,Gray,False,False,True,False,False,,False,False,False,False,True,False,False,False
41E-AM-1007-02,40.79800413,-73.95394,AM,2018-10-07,Adult,Ground Plane,,Gray,False,False,False,False,True,,False,False,False,False,False,False,False,True
40E-AM-1014-03,40.79687746,-73.9554891,AM,2018-10-14,Adult,Ground Plane,,Gray,False,False,True,False,True,,False,False,False,False,False,False,True,False
2A-AM-1010-02,40.76838967,-73.98096101,AM,2018-10-10,,Above Ground,perched on small fence,Gray,False,False,False,True,False,,False,False,False,False,True,False,False,True
3A-PM-1017-03,40.76979501,-73.98016619,PM,2018-10-17,Adult,Ground Plane,,Cinnamon,False,False,False,False,True,,False,False,False,False,False,True,False,False
30I-PM-1006-02,40.78787561,-73.95700561,PM,2018-10-06,Adult,Ground Plane,,Gray,True,False,False,False,False,,False,False,False,True,False,False,False,True
17C-PM-1013-01,40.77952388,-73.97034014,PM,2018-10-13,Adult,Ground Plane,then perched on 2-ft high border fencing,Gray,False,False,False,False,True,,False,False,False,False,False,False,False,True
9A-AM-1013-04,40.7741908,-73.97676966,AM,2018-10-13,Juvenile,Ground Plane,,Gray,False,False,False,True,False,,False,False,False,False,False,False,False,False
9E-PM-1014-02,40.7731671,-73.97287838,PM,2018-10-14,Juvenile,Ground Plane,,Gray,False,False,False,False,True,,False,False,False,False,True,False,True,False
41D-AM-1014-02,40.79875785,-73.95537267,AM,2018-10-14,Adult,Above Ground,,Gray,False,False,False,False,False,Jumping,False,False,False,False,False,False,True,False
14G-AM-1012-02,40.77590139,-73.96790088,AM,2018-10-12,,Above Ground,,Gray,False,False,True,False,False,,False,False,False,False,False,False,True,False
7H-PM-1006-09,40.76934993,-73.97045758,PM,2018-10-06,Adult,Ground Plane,by tree,Black,False,False,False,True,True,,False,False,False,True,False,True,False,True
38D-AM-1017-03,40.79626846,-73.9572687,AM,2018-10-17,Adult,Ground Plane,,Gray,False,False,False,False,True,Digging,False,False,False,False,False,False,False,False
22F-AM-1007-03,40.78259663,-73.9638299,AM,2018-10-07,Adult,Ground Plane,,Cinnamon,False,False,False,True,False,,False,False,False,False,False,False,True,False
5I-AM-1010-01,40.76805609,-73.97007591,AM,2018-10-10,Adult,Ground Plane,,Gray,True,False,False,False,False,,False,False,False,False,False,False,True,False
12C-AM-1013-01,40.77610864,-73.97218548,AM,2018-10-13,Adult,Ground Plane,,Gray,False,False,False,False,True,Burying,False,False,False,False,False,False,True,False
3E-AM-1006-02,40.76823903,-73.97664406,AM,2018-10-06,Adult,Ground Plane,,Gray,False,False,False,False,True,,False,False,False,True,False,False,False,True
3H-PM-1014-07,40.76642483,-73.97251749,PM,2018-10-14,Adult,Ground Plane,,Gray,False,False,False,False,True,,False,False,False,False,False,False,True,False
39D-AM-1008-03,40.79668231,-73.95636613,AM,2018-10-08,Adult,Above Ground,,Gray,False,False,True,False,False,,False,False,False,False,False,False,False,False
9I-AM-1014-09,40.77051626,-73.96870278,AM,2018-10-14,Adult,Above Ground,,Gray,False,False,True,False,True,,False,False,False,False,False,False,False,False
28D-AM-1012-04,40.78838299,-73.96245387,AM,2018-10-12,Adult,Above Ground,,Cinnamon,False,False,True,False,False,,False,False,False,False,False,False,False,True
10G-AM-1006-07,40.77268738,-73.97069037,AM,2018-10-06,Adult,Ground Plane,,Gray,False,False,False,True,False,,False,False,False,False,True,False,True,False
1B-AM-1012-10,40.76787235,-73.98020793,AM,2018-10-12,Juvenile,Ground Plane,,Gray,False,False,False,True,True,,False,False,False,False,False,True,False,False
32D-PM-1006-04,40.79101577,-73.96023987,PM,2018-10-06,Adult,Above Ground,,Gray,False,False,False,True,False,,False,False,False,False,True,False,True,False
5I-AM-1010-02,40.76769426,-73.9709244,AM,2018-10-10,Adult,Ground Plane,,Gray,True,False,False,False,False,,False,False,False,False,False,False,False,True
32F-PM-1008-05,40.79057941,-73.95887081,PM,2018-10-08,Adult,Ground Plane,,Gray,False,False,False,False,True,,False,False,False,False,False,False,True,False
34E-PM-1006-01,40.79273012,-73.95841781,PM,2018-10-06,Adult,Above Ground,,Gray,False,False,False,False,False,Sitting And Watching On A Tree,False,False,False,False,False,False,True,False
2D-AM-1007-01,40.76751788,-73.9779812,AM,2018-10-07,Adult,Ground Plane,,Gray,True,False,True,False,False,,False,False,False,False,False,False,False,False
3E-AM-1006-01,40.76830347,-73.97598307,AM,2018-10-06,Adult,Ground Plane,,Gray,False,False,False,False,True,,False,False,False,False,False,False,False,True
5I-AM-1010-05,40.76821871,-73.97102074,AM,2018-10-10,Adult,Ground Plane,,Gray,False,False,False,True,False,,False,False,False,False,True,False,True,False
3A-PM-1017-08,40.76980343,-73.9799156,PM,2018-10-17,Adult,Ground Plane,,Cinnamon,False,False,False,True,True,,False,False,False,False,False,True,False,False
4C-PM-1010-11,40.76971678,-73.97744759,PM,2018-10-10,Adult,Ground Plane,,Gray,True,False,False,True,False,,False,False,False,False,False,False,False,False
40E-PM-1017-02,40.79712353,-73.95501849,PM,2018-10-17,Adult,Ground Plane,,Gray,False,False,False,True,False,,False,False,False,False,False,False,True,False
38E-AM-1010-02,40.79580978,-73.95640114,AM,2018-10-10,Adult,Ground Plane,,Gray,False,False,True,False,False,,False,False,False,False,False,False,False,False
32I-AM-1013-04,40.78890405,-73.95528809,AM,2018-10-13,Adult,Ground Plane,,Gray,False,False,False,False,True,,False,False,False,True,False,False,True,False
19F-PM-1017-06,40.78028209,-73.96518284,PM,2018-10-17,Adult,Ground Plane,,Gray,True,True,True,False,False,,False,False,False,False,True,True,False,False
13E-AM-1017-11,40.77598156,-73.97076836,AM,2018-10-17,Adult,Above Ground,on/in log,Gray,True,False,False,False,False,,False,False,False,False,False,False,False,True
14F-PM-1012-07,40.77659735,-73.96910573,PM,2018-10-12,Adult,Ground Plane,,Cinnamon,True,True,False,True,True,,False,False,False,False,False,False,True,False
19F-AM-1007-01,40.77981606,-73.96581818,AM,2018-10-07,Adult,Ground Plane,,Cinnamon,False,False,False,False,True,,False,False,False,False,False,False,True,False
17D-AM-1008-06,40.77918351,-73.96957457,AM,2018-10-08,,Above Ground,"high in tree, couldn't see it, only heard it",,False,False,False,False,False,,True,False,False,False,False,False,False,False
22F-AM-1007-04,40.78256385,-73.96369718,AM,2018-10-07,Adult,,,Cinnamon,False,False,False,False,True,,False,False,False,False,False,False,True,False
37C-PM-1013-01,40.79579813,-73.95807856,PM,2018-10-13,Adult,Ground Plane,,Gray,False,False,False,True,True,,False,False,False,False,False,False,True,False
13E-PM-1008-05,40.77629121,-73.97059538,PM,2018-10-08,Adult,Ground Plane,,Gray,False,False,False,False,True,,False,False,False,False,False,False,True,False
9A-PM-1010-01,40.77445458,-73.97679491,PM,2018-10-10,Adult,Ground Plane,by large tree in sectioned off area,,False,False,True,False,False,I Think It Climbed The Tree When I First Saw It.,False,False,False,False,False,False,True,False
18C-PM-1018-08,40.78023022,-73.9695965,PM,2018-10-18,Juvenile,Ground Plane,,Black,False,False,False,False,True,,False,False,False,False,False,False,False,False
26I-PM-1010-04,40.78404926,-73.95945293,PM,2018-10-10,Adult,Ground Plane,,Gray,False,False,False,True,True,,False,False,False,False,False,True,False,False
21A-AM-1019-06,40.78382474,-73.96935337,AM,2018-10-19,Juvenile,Ground Plane,,Gray,False,False,False,False,True,,False,False,False,False,False,False,True,False
16D-AM-1007-02,40.77823439,-73.96980327,AM,2018-10-07,Adult,Ground Plane,,Gray,False,False,False,False,True,,False,False,False,False,False,False,True,False
13G-PM-1008-03,40.77453098,-73.96850806,PM,2018-10-08,Juvenile,Above Ground,maple tree,Cinnamon,False,False,True,False,False,,False,False,False,False,False,False,True,False
15I-AM-1008-05,40.77576431,-73.96560982,AM,2018-10-08,Adult,Above Ground,,Gray,False,False,True,False,False,,False,False,False,False,False,False,False,True
7H-PM-1006-05,40.77011258,-73.9704656,PM,2018-10-06,Adult,Ground Plane,"Ran across path to eat behind fence, next to the fence.",Gray,True,False,False,True,True,,False,False,False,False,True,False,False,True
32F-AM-1012-03,40.79039058,-73.95855377,AM,2018-10-12,Adult,Above Ground,,Gray,False,False,True,False,False,Bringing Green Leaves To Nest,False,False,False,False,False,False,False,False
42H-AM-1019-01,40.79722544,-73.95046935,AM,2018-10-19,Adult,Ground Plane,,Cinnamon,False,False,False,True,True,,False,False,False,False,False,False,False,False
8I-AM-1006-12,40.77029294,-73.96912618,AM,2018-10-06,Adult,Above Ground,tree,Gray,False,False,True,False,False,,False,False,False,False,False,False,True,False
40G-PM-1013-06,40.79606634,-73.95292302,PM,2018-10-13,Juvenile,Ground Plane,along the road,Gray,False,False,False,True,False,,False,False,False,False,False,False,False,False
21G-AM-1014-03,40.78089996,-73.96385855,AM,2018-10-14,Adult,Above Ground,,Gray,False,False,False,False,True,,False,False,False,False,True,False,True,False
38D-AM-1017-05,40.79598106,-73.95763045,AM,2018-10-17,Adult,Ground Plane,,Gray,True,False,False,True,False,Eating (Nut),False,False,False,False,False,False,False,True
2C-AM-1010-09,40.76792594,-73.97935656,AM,2018-10-10,Adult,Ground Plane,,Gray,False,False,False,True,True,,False,False,False,False,False,False,False,False
3D-PM-1010-01,40.76810197,-73.97792283,PM,2018-10-10,Adult,Ground Plane,,Gray,False,False,False,False,True,,False,False,False,False,False,False,False,False
35F-PM-1012-01,40.79320142,-73.95701326,PM,2018-10-12,Juvenile,Ground Plane,,Gray,True,False,False,True,True,,False,False,False,True,False,False,True,True
33B-AM-1010-06,40.79315607,-73.9615475,AM,2018-10-10,Adult,Ground Plane,,Gray,False,False,False,False,True,,False,False,False,False,False,False,True,False
35C-AM-1007-06,40.7941062,-73.95928195,AM,2018-10-07,Adult,Above Ground,,,False,False,True,False,False,,False,False,False,False,False,False,False,False
38I-PM-1014-04,40.79362736,-73.95193879,PM,2018-10-14,Adult,Ground Plane,,Gray,True,False,False,False,False,,False,False,False,False,False,False,False,False
9H-PM-1018-01,40.77120621,-73.96955699,PM,2018-10-18,Adult,Ground Plane,,Gray,False,False,False,False,False,,False,False,False,False,False,False,True,False
9A-PM-1010-02,40.77436278,-73.97679809,PM,2018-10-10,Adult,Ground Plane,,,True,False,False,False,False,,False,False,False,False,False,False,True,False
7E-AM-1006-06,40.77149422,-73.97361699,AM,2018-10-06,Adult,Ground Plane,,Gray,True,False,False,False,False,,False,False,False,False,False,True,False,False
40C-AM-1017-06,40.79818145,-73.95620081,AM,2018-10-17,Adult,Ground Plane,,Gray,True,False,False,False,False,,False,False,False,False,False,False,False,True
14F-AM-1007-03,40.77634047,-73.96915858,AM,2018-10-07,Adult,Ground Plane,,Gray,False,False,False,False,True,,False,False,False,False,False,False,True,False
4D-PM-1008-14,40.76915988,-73.97720266,PM,2018-10-08,Adult,Ground Plane,,Cinnamon,False,False,False,False,True,,False,False,False,False,False,False,True,False
5E-AM-1008-03,40.76918482,-73.9745428,AM,2018-10-08,Adult,Ground Plane,,Gray,True,False,False,False,True,,False,False,False,False,False,False,False,False
40C-PM-1006-08,40.79818989,-73.95747496,PM,2018-10-06,Adult,Ground Plane,By the main road,Gray,True,False,False,False,False,,False,False,False,False,False,False,False,True
15H-PM-1008-07,40.77575306,-73.96616945,PM,2018-10-08,Adult,Ground Plane,along bottom of rock outcropping,Gray,False,False,False,True,True,,False,False,False,False,False,False,True,False
30C-AM-1014-01,40.79052083,-73.96268812,AM,2018-10-14,Adult,Ground Plane,,Gray,False,False,False,True,True,,False,False,False,False,True,False,True,False
19E-PM-1018-01,40.78039092,-73.96698143,PM,2018-10-18,Adult,Ground Plane,,Gray,True,False,False,False,False,,False,False,False,False,True,False,False,True
4I-PM-1007-02,40.76667718,-73.9718262,PM,2018-10-07,Adult,Ground Plane,,Black,False,True,False,False,False,,False,False,False,False,False,False,False,False
8D-AM-1007-07,40.7728284,-73.97459537,AM,2018-10-07,Adult,Ground Plane,,Gray,False,False,False,True,False,,False,False,False,False,False,False,False,False
19F-PM-1017-03,40.77988635,-73.96543975,PM,2018-10-17,Adult,Ground Plane,,Cinnamon,False,False,False,True,True,,False,False,False,False,False,True,False,False
36I-AM-1017-08,40.79200745,-73.95329528,AM,2018-10-17,Adult,Ground Plane,,Gray,False,True,False,False,False,Chasing (#7),False,False,False,False,True,False,False,True
14F-AM-1007-06,40.776062,-73.96896278,AM,2018-10-07,Juvenile,Ground Plane,,Gray,False,True,False,False,False,,False,False,False,False,False,False,True,False
14A-PM-1014-06,40.77838233,-73.9733057,PM,2018-10-14,Adult,Above Ground,,Gray,False,False,True,False,False,,False,False,False,False,False,False,False,True
21G-PM-1007-04,40.78099284,-73.96345632,PM,2018-10-07,,Ground Plane,,Gray,False,False,False,True,False,,False,False,False,True,False,False,False,True
32D-PM-1006-03,40.79106358,-73.96029131,PM,2018-10-06,Adult,Above Ground,,Gray,False,False,False,True,False,,False,False,False,False,True,False,True,False
4C-PM-1010-15,40.76976073,-73.97760446,PM,2018-10-10,Juvenile,Above Ground,on tree,Gray,False,True,False,False,False,Chasing #14,False,False,False,False,False,False,True,False
31D-PM-1006-01,40.79015067,-73.96072808,PM,2018-10-06,Adult,Ground Plane,,Gray,False,False,False,True,True,,False,False,False,True,False,False,False,True
4G-AM-1006-04,40.7675056,-73.97335458,AM,2018-10-06,Adult,Ground Plane,,Black,False,False,False,True,False,,False,False,False,False,False,False,True,False
17D-AM-1008-02,40.77978788,-73.96950414,AM,2018-10-08,Adult,Ground Plane,,Gray,False,True,False,False,False,,False,False,False,False,False,False,False,True
8B-AM-1007-01,40.77370046,-73.97643976,AM,2018-10-07,Adult,Above Ground,,Gray,False,False,True,False,False,,False,False,False,False,True,False,True,False
14D-AM-1014-11,40.77675837,-73.97149212,AM,2018-10-14,Adult,Ground Plane,,Gray,False,False,False,False,True,,False,False,False,False,False,False,True,False
9F-PM-1014-05,40.77214349,-73.97137994,PM,2018-10-14,Adult,Ground Plane,,Gray,False,False,False,False,True,,False,False,False,False,False,False,True,False
20F-AM-1014-01,40.78099901,-73.96601101,AM,2018-10-14,Adult,Ground Plane,,Gray,False,False,False,True,True,,False,False,False,False,False,False,True,False
10F-PM-1019-06,40.77242785,-73.9711177,PM,2018-10-19,Adult,Above Ground,Different tree,Gray,False,False,True,False,False,,False,False,False,False,False,False,True,False
4H-AM-1006-02,40.76691018,-73.97257126,AM,2018-10-06,Adult,Ground Plane,,Gray,False,False,True,False,False,Climbing (Over Small Wire Fence Then On The Ground),False,False,False,False,False,True,False,True
33B-PM-1010-10,40.79224659,-73.96205974,PM,2018-10-10,Adult,Ground Plane,,Gray,False,False,False,False,True,,True,False,False,False,False,False,False,False
33F-PM-1012-06,40.79140736,-73.95834779,PM,2018-10-12,Adult,Ground Plane,,Gray,False,True,False,True,True,,True,False,False,False,True,False,False,False
3B-PM-1007-10,40.76867912,-73.97902143,PM,2018-10-07,Adult,Ground Plane,,Gray,False,False,False,True,False,Hopping,False,False,False,False,False,False,True,False
2E-PM-1014-02,40.76740128,-73.9767017,PM,2018-10-14,Adult,Ground Plane,,Gray,False,False,False,False,False,,False,False,False,False,False,False,True,False
36F-AM-1017-04,40.79373827,-73.95650357,AM,2018-10-17,Juvenile,Ground Plane,,Gray,True,False,False,True,True,,True,False,False,False,False,True,False,True
13A-PM-1014-02,40.77763969,-73.97456877,PM,2018-10-14,Adult,Above Ground,,Gray,False,False,False,False,False,,False,False,False,False,False,False,False,False
16G-AM-1010-02,40.77722368,-73.96716405,AM,2018-10-10,Adult,Ground Plane,,Cinnamon,False,False,False,False,True,,False,False,False,False,False,False,True,False
37B-AM-1018-01,40.79608469,-73.95914077,AM,2018-10-18,Adult,Ground Plane,,Black,True,False,False,False,False,,False,False,False,False,True,False,True,False
7B-AM-1008-02,40.77236142,-73.97714226,AM,2018-10-08,Adult,Above Ground,,Gray,False,True,False,False,False,,False,False,False,False,False,False,True,False
3F-PM-1013-03,40.76725313,-73.97566038,PM,2018-10-13,Adult,Ground Plane,,Cinnamon,False,False,False,False,True,,False,False,False,False,True,False,True,False
15E-PM-1008-01,40.77736313,-73.96863046,PM,2018-10-08,Adult,Above Ground,on fallen tree,Gray,True,False,False,True,True,,False,False,False,False,False,False,True,False
15D-AM-1007-07,40.77743893,-73.96996721,AM,2018-10-07,Adult,Ground Plane,,Gray,False,True,False,False,True,Chasing #8,False,False,False,False,False,False,True,False
20C-PM-1018-01,40.78158273,-73.96834799,PM,2018-10-18,Juvenile,Ground Plane,,Gray,True,True,False,False,False,,False,False,False,False,False,False,False,False
9A-PM-1010-03,40.77418771,-73.97686177,PM,2018-10-10,,Ground Plane,,Gray,False,False,False,False,False,,False,False,False,False,False,False,False,False
4H-AM-1006-04,40.76724076,-73.97293787,AM,2018-10-06,Adult,Ground Plane,,Gray,False,False,False,False,True,Met #3 While Foraging And Briefly Tussled,False,False,False,False,False,False,True,False
33G-PM-1006-01,40.79062754,-73.95632031,PM,2018-10-06,Juvenile,Above Ground,,Gray,False,False,True,False,False,,False,False,False,False,False,False,True,False
41B-PM-1014-02,40.79912167,-73.95799418,PM,2018-10-14,Adult,Above Ground,,Black,False,False,True,False,False,,False,False,False,False,False,False,False,False
4C-AM-1006-02,40.76965067,-73.97730792,AM,2018-10-06,Juvenile,Ground Plane,,Gray,True,False,False,True,True,,False,False,False,False,True,False,True,False
7A-AM-1006-03,40.77248617,-73.97831853,AM,2018-10-06,Adult,Above Ground,"in trees, then to ground",Gray,True,False,True,False,False,Jumping,False,False,False,False,False,False,True,False
12E-AM-1017-08,40.77503227,-73.97036216,AM,2018-10-17,Adult,Above Ground,,Gray,False,False,False,True,False,Chilling,False,False,False,False,False,False,True,False
14E-AM-1008-17,40.77627566,-73.96995112,AM,2018-10-08,Adult,Ground Plane,,Gray,False,False,False,True,True,,False,False,False,False,False,False,True,False
18A-AM-1012-02,40.78108425,-73.97182342,AM,2018-10-12,Adult,Above Ground,,Gray,False,False,True,True,True,Burying,False,False,False,True,False,False,False,True
8C-PM-1013-07,40.77234172,-73.97506215,PM,2018-10-13,,Ground Plane,,Gray,False,False,False,True,False,,False,False,False,False,False,False,True,False
23B-PM-1012-02,40.78469731,-73.96792913,PM,2018-10-12,Adult,Ground Plane,,Gray,False,True,False,False,True,2/3 Were Chasing Each Other,False,False,False,False,True,False,False,True
6B-PM-1017-06,40.77178662,-73.97674554,PM,2018-10-17,Adult,Ground Plane,,Gray,True,True,False,False,True,,False,False,False,False,False,False,False,False
13A-AM-1017-01,40.77760921,-73.97466088,AM,2018-10-17,Adult,Above Ground,,Gray,False,False,True,False,False,,False,False,False,False,False,False,True,False
23B-PM-1012-05,40.78476295,-73.9679778,PM,2018-10-12,Adult,Above Ground,chain link fence,Gray,False,True,True,False,False,,False,False,False,False,False,False,True,False
21B-AM-1019-02,40.78348133,-73.96844632,AM,2018-10-19,Adult,Ground Plane,,Gray,False,False,False,False,False,,False,False,False,False,False,False,True,False
20F-AM-1014-02,40.78053669,-73.96557346,AM,2018-10-14,Adult,Above Ground,,Gray,False,False,True,False,False,Pulling Leaves,True,False,False,False,False,False,False,False
11D-AM-1010-01,40.77432567,-73.97293949,AM,2018-10-10,Adult,Ground Plane,,Gray,False,False,True,True,True,,False,False,False,False,False,False,False,True
9B-AM-1010-01,40.77378472,-73.97652192,AM,2018-10-10,Adult,Ground Plane,,Gray,False,False,False,False,True,,True,False,False,False,False,False,False,True
33D-AM-1017-07,40.79207734,-73.95977828,AM,2018-10-17,Adult,Ground Plane,,Black,False,False,False,False,True,,False,True,False,True,False,False,True,False
20G-AM-1018-02,40.78045061,-73.96486268,AM,2018-10-18,Adult,Above Ground,Ran up tree,Gray,True,False,True,False,False,,True,False,False,False,False,False,False,False
33E-PM-1012-07,40.7913241,-73.95841885,PM,2018-10-12,Adult,Ground Plane,,Gray,True,True,False,False,False,,False,False,False,False,False,False,False,False
31H-PM-1008-01,40.7883418,-73.95661891,PM,2018-10-08,Adult,Above Ground,,Gray,False,False,True,False,False,,False,False,False,False,False,False,True,False
26A-PM-1006-03,40.78769742,-73.96736037,PM,2018-10-06,Adult,Ground Plane,,Gray,False,False,False,False,True,,False,False,False,False,False,False,False,True
31E-PM-1006-01,40.78992426,-73.95957578,PM,2018-10-06,Adult,Ground Plane,under bushes,Gray,False,False,False,False,True,,False,True,False,False,False,False,True,False
14F-PM-1012-02,40.77577042,-73.96868168,PM,2018-10-12,Adult,Above Ground,,Gray,False,False,True,True,False,,False,False,False,False,False,False,True,False
17G-AM-1018-01,40.77825297,-73.96542103,AM,2018-10-18,Juvenile,Ground Plane,,Gray,False,False,False,False,True,,False,False,False,False,False,False,False,True
17E-AM-1017-03,40.77899287,-73.96770549,AM,2018-10-17,Adult,Above Ground,Tree trunk,Gray,False,False,True,False,False,,False,False,False,False,False,False,False,False
10C-PM-1013-02,40.77420432,-73.97453055,PM,2018-10-13,Adult,Ground Plane,,Gray,False,False,False,True,True,,False,False,False,False,True,False,True,True
22C-PM-1006-06,40.78359472,-73.96754721,PM,2018-10-06,Juvenile,Above Ground,on tree,Cinnamon,False,False,False,True,False,,False,False,False,False,False,False,False,False
35G-AM-1007-01,40.79231882,-73.95551603,AM,2018-10-07,Adult,Above Ground,,Gray,False,False,True,False,False,,False,False,False,False,False,False,True,False
16C-PM-1018-01,40.77942799,-73.97105591,PM,2018-10-18,Adult,Above Ground,,Gray,False,False,True,False,False,,False,False,False,False,False,False,False,False
25A-AM-1013-03,40.78678553,-73.96776543,AM,2018-10-13,,Above Ground,BIG TREE,Gray,False,False,False,False,False,Being Chased By #2,False,False,False,False,False,False,True,False
22F-PM-1014-03,40.78232624,-73.96496581,PM,2018-10-14,Juvenile,Ground Plane,,Gray,False,False,False,False,True,,False,False,False,True,False,False,True,False
33B-PM-1010-12,40.79303659,-73.96194174,PM,2018-10-10,Adult,Ground Plane,,Gray,False,False,False,False,True,,False,False,False,False,False,False,False,True
36I-AM-1017-03,40.79276446,-73.9532966,AM,2018-10-17,Adult,Ground Plane,,Gray,True,False,False,True,True,,False,False,False,False,False,False,True,False
2I-PM-1006-02,40.76583767,-73.97251575,PM,2018-10-06,Adult,Ground Plane,,Gray,True,False,False,True,True,,False,False,False,False,False,False,True,False
12G-AM-1012-01,40.77428567,-73.96874767,AM,2018-10-12,Adult,Above Ground,,Cinnamon,False,False,True,False,False,,False,False,False,False,False,False,True,False
25A-PM-1007-01,40.78725547,-73.96750231,PM,2018-10-07,Adult,Above Ground,tree,Cinnamon,False,False,True,False,False,,False,False,False,False,False,False,False,False
9C-PM-1006-06,40.77333039,-73.97450405,PM,2018-10-06,Adult,Ground Plane,,Gray,False,False,False,False,True,,False,False,False,False,False,False,True,False
6B-PM-1017-03,40.77094289,-73.97726359,PM,2018-10-17,Adult,Ground Plane,,Gray,False,False,False,False,True,,False,False,False,False,False,False,False,True
10D-AM-1008-05,40.77410183,-73.97301157,AM,2018-10-08,Juvenile,Above Ground,,Gray,False,False,True,True,False,,False,False,False,False,False,False,False,False
14B-PM-1014-05,40.77821577,-73.97301117,PM,2018-10-14,Adult,Ground Plane,,Gray,False,False,False,False,True,,False,False,False,False,False,False,False,True
2C-PM-1013-09,40.76857324,-73.97900106,PM,2018-10-13,Adult,Ground Plane,,,False,False,True,False,False,,False,False,False,False,False,False,False,False
41A-PM-1007-05,40.79968975,-73.95825235,PM,2018-10-07,Adult,Ground Plane,,Gray,True,False,True,False,False,,False,False,False,False,False,False,False,True
13E-AM-1017-12,40.77592292,-73.97066418,AM,2018-10-17,Adult,Ground Plane,,Gray,False,False,False,True,False,,False,False,False,False,False,False,True,False
15E-AM-1013-02,40.77704297,-73.96934575,AM,2018-10-13,Adult,Above Ground,,Gray,True,False,True,False,False,,False,False,False,False,False,True,False,False
1B-AM-1012-17,40.76787022,-73.98085423,AM,2018-10-12,Adult,Ground Plane,,Gray,False,False,True,True,True,,False,False,False,False,False,False,True,False
36I-PM-1007-06,40.79209634,-73.95294132,PM,2018-10-07,Adult,Ground Plane,,Cinnamon,False,False,False,True,False,,False,False,False,False,False,False,True,False
15F-AM-1007-08,40.77730707,-73.9682144,AM,2018-10-07,Adult,Ground Plane,,Cinnamon,False,False,False,False,True,,False,False,False,False,False,False,True,False
8D-AM-1007-08,40.77277429,-73.97433423,AM,2018-10-07,Adult,Above Ground,,Gray,False,False,False,False,False,Communicating From Tree,False,False,False,False,False,False,False,False
41A-AM-1013-01,40.79950086,-73.95849421,AM,2018-10-13,Adult,Ground Plane,,Gray,True,False,False,False,False,Ran Across A Path,False,False,False,False,False,False,True,False
8I-PM-1013-09,40.7700677,-73.96979837,PM,2018-10-13,Adult,Ground Plane,,Gray,False,False,False,False,True,,False,False,False,False,False,False,True,False
19B-AM-1019-01,40.78140685,-73.96971966,AM,2018-10-19,Juvenile,Ground Plane,,Gray,True,False,False,True,False,,False,False,False,False,False,False,True,True
15D-PM-1017-04,40.7780777,-73.97068515,PM,2018-10-17,Adult,Above Ground,on fence,Cinnamon,True,False,False,False,False,,False,False,False,False,False,False,True,False
13E-AM-1017-02,40.77633481,-73.97047576,AM,2018-10-17,Adult,Ground Plane,,Gray,False,False,False,False,True,Begging (Came One Yard Away From Me And Stood There),False,False,False,False,False,True,False,False
3D-PM-1010-10,40.76820599,-73.9777259,PM,2018-10-10,Adult,Ground Plane,,Gray,False,False,False,False,True,,False,False,False,False,False,False,False,True
15C-PM-1017-02,40.77855354,-73.97168818,PM,2018-10-17,Adult,Above Ground,,Gray,False,False,True,False,False,,False,False,False,False,False,False,False,True
